year,province,technology,generation,generation_total,share_pct
2016,Alberta,Combustible fuels,72518466.0,79058703.0,91.72736618256943
2016,Alberta,Hydro,1952061.0,79058703.0,2.46912854110445
2016,Alberta,Solar,1787.0,79058703.0,0.0022603457079228835
2016,Alberta,Wind,4586389.0,79058703.0,5.801244930618202
2016,British Columbia,Combustible fuels,6608102.0,69546737.0,9.5016707972942
2016,British Columbia,Hydro,61691050.0,69546737.0,88.7044492108954
2016,British Columbia,Solar,0.0,69546737.0,0.0
2016,British Columbia,Wind,1247585.0,69546737.0,1.7938799918103994
2016,Manitoba,Combustible fuels,148613.0,37010056.0,0.4015476226245105
2016,Manitoba,Hydro,35899525.0,37010056.0,96.99938038461762
2016,Manitoba,Solar,0.0,37010056.0,0.0
2016,Manitoba,Wind,961918.0,37010056.0,2.5990719927578603
2016,New Brunswick,Combustible fuels,6617323.0,15185571.0,43.576385767779165
2016,New Brunswick,Hydro,3254739.0,15185571.0,21.433102515539257
2016,New Brunswick,Nuclear,4544840.0,15185571.0,29.928673739038196
2016,New Brunswick,Solar,0.0,15185571.0,0.0
2016,New Brunswick,Wind,768669.0,15185571.0,5.061837977643383
2016,Newfoundland and Labrador,Combustible fuels,2171455.0,41483272.0,5.234531644466232
2016,Newfoundland and Labrador,Hydro,39124168.0,41483272.0,94.31311975583797
2016,Newfoundland and Labrador,Solar,0.0,41483272.0,0.0
2016,Newfoundland and Labrador,Wind,187649.0,41483272.0,0.45234859969580027
