ref_date,province,generation_type,technology,value,vector_id,coordinate,scalar_factor_code,decimals,symbol_code,status_code,security_level_code,release_time,frequency_code,series_title,member_uom_code
2017-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2017-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2018-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2019-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,1,0,,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6243166.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-05-04T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5840220.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-06-03T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5918266.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-07-03T08:35,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5293670.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-08-04T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4501307.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-09-04T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4851783.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-10-05T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4927684.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-11-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5399164.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2020-12-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5453628.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-01-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5683213.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-03-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5880714.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-03-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2020-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6009764.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-04-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5304469.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-05-06T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5276061.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-06-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5022139.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-07-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4595300.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-08-05T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4874372.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-09-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5293848.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-10-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5336753.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-11-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5540911.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2021-12-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5200841.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-01-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5523847.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-02-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5518764.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-03-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2021-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6167401.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-04-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5371250.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-05-05T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4621996.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-06-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4979878.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-07-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4707590.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-08-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4886087.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-09-14T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4503970.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-10-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5201668.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-11-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5477001.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-12-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5519776.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2022-12-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5614267.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-03-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5716766.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-03-08T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2022-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6174527.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-05-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5887096.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-04-12T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4661742.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-06-06T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5039264.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-06-06T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4691789.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-07-10T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4512621.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-08-04T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4364441.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-09-11T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5261287.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-10-10T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5221099.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-12-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4953387.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2023-12-07T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5330501.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-01-10T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5402048.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-02-01T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2023-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5329660.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-03-01T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6214142.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-04-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5010223.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-04-29T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4984820.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-05-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4111808.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-07-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4391796.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-07-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4226323.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-09-03T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5780492.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-09-27T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5220456.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-10-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5094533.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-11-28T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5240545.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2024-12-24T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5425309.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-01-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2024-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5969641.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-02-28T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-01-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5845262.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-03-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-02-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5380003.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-04-29T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-03-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5650317.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-06-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-04-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4786293.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-09-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-05-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4592783.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-07-30T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-06-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,4805473.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-09-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-07-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5482815.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-09-29T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-08-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5405089.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-10-31T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-09-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5268331.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2025-12-01T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-10-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5257260.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2026-01-09T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-11-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,5520704.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2026-01-30T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2025-12-01,Alberta,Total electricity production from non-renewable combustible fuels,Non-renewable combustibles,6127875.0,1146006357,10.1.12.0.0.0.0.0.0.0,0,0,0,0,0,2026-03-02T08:30,6,Alberta;Total all classes of electricity producer;Total electricity production from non-renewable combustible fuels,210
2016-01-01,Alberta,Solar,Solar,119.0,1059484927,10.1.9.0.0.0.0.0.0.0,0,0,0,0,0,2019-04-05T08:30,6,Alberta;Total all classes of electricity producer;Solar,210
2016-02-01,Alberta,Solar,Solar,109.0,1059484927,10.1.9.0.0.0.0.0.0.0,0,0,0,0,0,2019-04-05T08:30,6,Alberta;Total all classes of electricity producer;Solar,210
